,batch,cluster_number,size
7103,2557,0,433
7104,2557,1,567
7105,2558,0,209
7106,2558,1,791
7107,2559,0,25
7108,2559,1,598
7109,2559,2,282
7110,2559,3,95
7111,2560,0,379
7112,2560,1,621
7113,2561,0,975
7114,2561,1,25
7115,2562,0,25
7116,2562,1,975
7117,2563,0,493
7118,2563,1,219
7119,2563,2,288
7120,2564,0,28
7121,2564,1,334
7122,2564,2,638
7123,2565,0,403
7124,2565,1,597
7125,2566,0,25
7126,2566,1,975
7127,2567,0,75
7128,2567,1,25
7129,2567,2,900
7130,2568,0,243
7131,2568,1,75
7132,2568,2,25
7133,2568,3,352
7134,2568,4,305
7135,2569,0,703
7136,2569,1,297
7137,2570,0,555
7138,2570,1,445
7139,2571,0,25
7140,2571,1,508
7141,2571,2,467
7142,2572,0,941
7143,2572,1,59
7144,2573,0,116
7145,2573,1,102
7146,2573,2,782
7147,2574,0,25
7148,2574,1,975
7149,2575,0,11
7150,2575,1,123
7151,2575,2,660
7152,2575,3,25
7153,2575,4,181
7154,2576,0,485
7155,2576,1,357
7156,2576,2,133
7157,2576,3,25
7158,2577,0,38
7159,2577,1,855
7160,2577,2,107
7161,2578,0,378
7162,2578,1,622
7163,2579,0,104
7164,2579,1,896
7165,2580,0,511
7166,2580,1,489
7167,2581,0,198
7168,2581,1,118
7169,2581,2,560
7170,2581,3,124
7171,2582,0,817
7172,2582,1,183
7173,2583,0,101
7174,2583,1,899
7175,2584,0,474
7176,2584,1,526
7177,2585,0,191
7178,2585,1,257
7179,2585,2,552
7180,2586,0,484
7181,2586,1,516
7182,2587,0,566
7183,2587,1,434
7184,2588,0,639
7185,2588,1,361
7186,2589,0,59
7187,2589,1,784
7188,2589,2,157
7189,2590,0,147
7190,2590,1,249
7191,2590,2,604
7192,2591,0,828
7193,2591,1,124
7194,2591,2,48
7195,2592,0,355
7196,2592,1,645
7197,2593,0,479
7198,2593,1,521
7199,2594,0,175
7200,2594,1,825
7201,2595,0,585
7202,2595,1,415
7203,2596,0,423
7204,2596,1,577
7205,2597,0,300
7206,2597,1,700
7207,2598,0,442
7208,2598,1,558
7209,2599,0,642
7210,2599,1,358
7211,2600,0,100
7212,2600,1,295
7213,2600,2,605
7214,2601,0,214
7215,2601,1,786
7216,2602,0,137
7217,2602,1,142
7218,2602,2,721
7219,2603,0,780
7220,2603,1,220
7221,2604,0,178
7222,2604,1,629
7223,2604,2,193
7224,2605,0,376
7225,2605,1,624
7226,2606,0,574
7227,2606,1,426
7228,2607,0,224
7229,2607,1,776
7230,2608,0,871
7231,2608,1,129
7232,2609,0,15
7233,2609,1,363
7234,2609,2,622
7235,2610,0,407
7236,2610,1,138
7237,2610,2,455
7238,2611,0,54
7239,2611,1,946
7240,2612,0,216
7241,2612,1,784
7242,2613,0,336
7243,2613,1,664
7244,2614,0,144
7245,2614,1,284
7246,2614,2,572
7247,2615,0,89
7248,2615,1,911
7249,2616,0,87
7250,2616,1,913
7251,2617,0,268
7252,2617,1,732
7253,2618,0,590
7254,2618,1,226
7255,2618,2,184
7256,2619,0,626
7257,2619,1,374
7258,2620,0,914
7259,2620,1,86
7260,2621,0,177
7261,2621,1,823
7262,2622,0,416
7263,2622,1,584
7264,2623,0,678
7265,2623,1,322
7266,2624,0,433
7267,2624,1,262
7268,2624,2,305
7269,2625,0,945
7270,2625,1,55
7271,2626,0,329
7272,2626,1,316
7273,2626,2,355
7274,2627,0,468
7275,2627,1,385
7276,2627,2,147
7277,2628,0,774
7278,2628,1,140
7279,2628,2,86
7280,2629,0,223
7281,2629,1,324
7282,2629,2,383
7283,2629,3,70
7284,2630,0,60
7285,2630,1,940
7286,2631,0,52
7287,2631,1,948
7288,2632,0,94
7289,2632,1,906
7290,2633,0,95
7291,2633,1,783
7292,2633,2,122
7293,2634,0,66
7294,2634,1,376
7295,2634,2,558
7296,2635,0,483
7297,2635,1,517
7298,2636,0,543
7299,2636,1,340
7300,2636,2,117
7301,2637,0,784
7302,2637,1,216
7303,2638,0,840
7304,2638,1,160
7305,2639,0,328
7306,2639,1,672
7307,2640,0,96
7308,2640,1,772
7309,2640,2,132
7310,2641,0,206
7311,2641,1,60
7312,2641,2,734
7313,2642,0,855
7314,2642,1,145
7315,2643,0,386
7316,2643,1,614
7317,2644,0,711
7318,2644,1,289
7319,2645,0,253
7320,2645,1,747
7321,2646,0,419
7322,2646,1,581
7323,2647,0,256
7324,2647,1,150
7325,2647,2,594
7326,2648,0,404
7327,2648,1,596
7328,2649,0,751
7329,2649,1,249
7330,2650,0,152
7331,2650,1,848
7332,2651,0,410
7333,2651,1,590
7334,2652,0,899
7335,2652,1,101
7336,2653,0,299
7337,2653,1,619
7338,2653,2,82
7339,2654,0,195
7340,2654,1,805
7341,2655,0,689
7342,2655,1,311
7343,2656,0,890
7344,2656,1,110
7345,2657,0,273
7346,2657,1,727
7347,2658,0,801
7348,2658,1,199
7349,2659,0,223
7350,2659,1,275
7351,2659,2,502
7352,2660,0,326
7353,2660,1,674
7354,2661,0,474
7355,2661,1,526
7356,2662,0,55
7357,2662,1,945
7358,2663,0,410
7359,2663,1,590
7360,2664,0,160
7361,2664,1,840
7362,2665,0,91
7363,2665,1,327
7364,2665,2,582
7365,2666,0,83
7366,2666,1,917
7367,2667,0,180
7368,2667,1,820
7369,2668,0,16
7370,2668,1,984
7371,2669,0,546
7372,2669,1,454
7373,2670,0,584
7374,2670,1,416
7375,2671,0,152
7376,2671,1,848
7377,2672,0,436
7378,2672,1,564
7379,2673,0,784
7380,2673,1,216
7381,2674,0,536
7382,2674,1,464
7383,2675,0,552
7384,2675,1,448
7385,2676,0,619
7386,2676,1,381
7387,2677,0,39
7388,2677,1,463
7389,2677,2,498
7390,2678,0,116
7391,2678,1,781
7392,2678,2,103
7393,2679,0,565
7394,2679,1,435
7395,2680,0,335
7396,2680,1,665
7397,2681,0,315
7398,2681,1,685
7399,2682,0,590
7400,2682,1,410
7401,2683,0,210
7402,2683,1,790
7403,2684,0,530
7404,2684,1,470
7405,2685,0,473
7406,2685,1,527
7407,2686,0,652
7408,2686,1,348
7409,2687,0,453
7410,2687,1,547
7411,2688,0,553
7412,2688,1,447
7413,2689,0,478
7414,2689,1,61
7415,2689,2,461
7416,2690,0,565
7417,2690,1,128
7418,2690,2,307
7419,2691,0,638
7420,2691,1,362
7421,2692,0,479
7422,2692,1,521
7423,2693,0,281
7424,2693,1,719
7425,2694,0,694
7426,2694,1,306
7427,2695,0,41
7428,2695,1,535
7429,2695,2,424
7430,2696,0,337
7431,2696,1,663
7432,2697,0,402
7433,2697,1,598
7434,2698,0,557
7435,2698,1,443
7436,2699,0,212
7437,2699,1,788
7438,2700,0,94
7439,2700,1,906
7440,2701,0,511
7441,2701,1,489
7442,2702,0,91
7443,2702,1,909
7444,2703,0,557
7445,2703,1,443
7446,2704,0,145
7447,2704,1,299
7448,2704,2,556
7449,2705,0,800
7450,2705,1,200
7451,2706,0,491
7452,2706,1,509
7453,2707,0,393
7454,2707,1,607
7455,2708,0,94
7456,2708,1,906
7457,2709,0,500
7458,2709,1,500
7459,2710,0,526
7460,2710,1,474
7461,2711,0,199
7462,2711,1,801
7463,2712,0,673
7464,2712,1,327
7465,2713,0,217
7466,2713,1,757
7467,2713,2,26
7468,2714,0,209
7469,2714,1,791
7470,2715,0,724
7471,2715,1,276
7472,2716,0,90
7473,2716,1,910
7474,2717,0,89
7475,2717,1,607
7476,2717,2,304
7477,2718,0,209
7478,2718,1,375
7479,2718,2,416
7480,2719,0,198
7481,2719,1,133
7482,2719,2,669
7483,2720,0,724
7484,2720,1,276
7485,2721,0,341
7486,2721,1,453
7487,2721,2,206
7488,2722,0,265
7489,2722,1,735
7490,2723,0,410
7491,2723,1,590
7492,2724,0,36
7493,2724,1,647
7494,2724,2,317
7495,2725,0,548
7496,2725,1,123
7497,2725,2,329
7498,2726,0,436
7499,2726,1,564
7500,2727,0,609
7501,2727,1,391
7502,2728,0,368
7503,2728,1,632
7504,2729,0,530
7505,2729,1,470
7506,2730,0,292
7507,2730,1,708
7508,2731,0,320
7509,2731,1,680
7510,2732,0,205
7511,2732,1,147
7512,2732,2,648
7513,2733,0,449
7514,2733,1,551
7515,2734,0,836
7516,2734,1,164
7517,2735,0,304
7518,2735,1,180
7519,2735,2,464
7520,2735,3,52
7521,2736,0,585
7522,2736,1,415
7523,2737,0,816
7524,2737,1,184
7525,2738,0,352
7526,2738,1,648
7527,2739,0,202
7528,2739,1,798
7529,2740,0,161
7530,2740,1,839
7531,2741,0,620
7532,2741,1,380
7533,2742,0,485
7534,2742,1,515
7535,2743,0,448
7536,2743,1,552
7537,2744,0,859
7538,2744,1,141
7539,2745,0,1
7540,2745,1,999
7541,2746,0,220
7542,2746,1,507
7543,2746,2,273
7544,2747,0,473
7545,2747,1,527
7546,2748,0,229
7547,2748,1,771
7548,2749,0,133
7549,2749,1,867
7550,2750,0,804
7551,2750,1,196
7552,2751,0,359
7553,2751,1,641
7554,2752,0,319
7555,2752,1,681
7556,2753,0,51
7557,2753,1,949
7558,2754,0,388
7559,2754,1,612
7560,2755,0,528
7561,2755,1,472
7562,2756,0,107
7563,2756,1,472
7564,2756,2,421
7565,2757,0,620
7566,2757,1,97
7567,2757,2,283
7568,2758,0,818
7569,2758,1,182
7570,2759,0,86
7571,2759,1,149
7572,2759,2,765
7573,2760,0,599
7574,2760,1,401
7575,2761,0,189
7576,2761,1,811
7577,2762,0,267
7578,2762,1,733
7579,2763,0,290
7580,2763,1,710
7581,2764,0,188
7582,2764,1,812
7583,2765,0,539
7584,2765,1,314
7585,2765,2,147
7586,2766,0,376
7587,2766,1,624
7588,2767,0,325
7589,2767,1,675
7590,2768,0,149
7591,2768,1,366
7592,2768,2,485
7593,2769,0,407
7594,2769,1,89
7595,2769,2,504
7596,2770,0,250
7597,2770,1,750
7598,2771,0,78
7599,2771,1,922
7600,2772,0,419
7601,2772,1,581
7602,2773,0,370
7603,2773,1,630
7604,2774,0,536
7605,2774,1,464
7606,2775,0,646
7607,2775,1,354
7608,2776,0,757
7609,2776,1,243
7610,2777,0,803
7611,2777,1,197
7612,2778,0,263
7613,2778,1,61
7614,2778,2,676
7615,2779,0,542
7616,2779,1,245
7617,2779,2,213
7618,2780,0,268
7619,2780,1,672
7620,2780,2,60
7621,2781,0,167
7622,2781,1,833
7623,2782,0,502
7624,2782,1,52
7625,2782,2,446
7626,2783,0,704
7627,2783,1,109
7628,2783,2,187
7629,2784,0,773
7630,2784,1,227
7631,2785,0,540
7632,2785,1,460
7633,2786,0,218
7634,2786,1,782
7635,2787,0,244
7636,2787,1,756
7637,2788,0,116
7638,2788,1,440
7639,2788,2,380
7640,2788,3,64
7641,2789,0,173
7642,2789,1,827
7643,2790,0,154
7644,2790,1,846
7645,2791,0,158
7646,2791,1,842
7647,2792,0,104
7648,2792,1,896
7649,2793,0,869
7650,2793,1,131
7651,2794,0,419
7652,2794,1,581
7653,2795,0,303
7654,2795,1,697
7655,2796,0,520
7656,2796,1,480
7657,2797,0,615
7658,2797,1,385
7659,2798,0,390
7660,2798,1,446
7661,2798,2,164
7662,2799,0,126
7663,2799,1,874
7664,2800,0,905
7665,2800,1,95
7666,2801,0,403
7667,2801,1,204
7668,2801,2,269
7669,2801,3,124
7670,2802,0,34
7671,2802,1,225
7672,2802,2,741
7673,2803,0,463
7674,2803,1,209
7675,2803,2,328
7676,2804,0,668
7677,2804,1,332
7678,2805,0,339
7679,2805,1,661
7680,2806,0,752
7681,2806,1,248
7682,2807,0,157
7683,2807,1,329
7684,2807,2,514
7685,2808,0,326
7686,2808,1,674
7687,2809,0,2
7688,2809,1,998
7689,2810,0,618
7690,2810,1,382
7691,2811,0,438
7692,2811,1,462
7693,2811,2,100
7694,2812,0,151
7695,2812,1,78
7696,2812,2,46
7697,2812,3,35
7698,2812,4,690
7699,2813,0,275
7700,2813,1,713
7701,2813,2,12
7702,2814,0,45
7703,2814,1,955
7704,2815,0,821
7705,2815,1,179
7706,2816,0,13
7707,2816,1,987
7708,2817,0,30
7709,2817,1,418
7710,2817,2,218
7711,2817,3,334
7712,2818,0,273
7713,2818,1,727
7714,2819,0,43
7715,2819,1,957
7716,2820,0,207
7717,2820,1,793
7718,2821,0,170
7719,2821,1,830
7720,2822,0,726
7721,2822,1,274
7722,2823,0,482
7723,2823,1,310
7724,2823,2,208
7725,2824,0,77
7726,2824,1,923
7727,2825,0,32
7728,2825,1,685
7729,2825,2,93
7730,2825,3,139
7731,2825,4,51
7732,2826,0,183
7733,2826,1,817
7734,2827,0,265
7735,2827,1,142
7736,2827,2,593
7737,2828,0,133
7738,2828,1,867
7739,2829,0,617
7740,2829,1,383
7741,2830,0,499
7742,2830,1,72
7743,2830,2,429
7744,2831,0,207
7745,2831,1,367
7746,2831,2,426
7747,2832,0,217
7748,2832,1,783
7749,2833,0,14
7750,2833,1,86
7751,2833,2,241
7752,2833,3,659
7753,2834,0,417
7754,2834,1,583
7755,2835,0,648
7756,2835,1,352
7757,2836,0,242
7758,2836,1,758
7759,2837,0,39
7760,2837,1,879
7761,2837,2,82
7762,2838,0,733
7763,2838,1,267
7764,2839,0,747
7765,2839,1,253
7766,2840,0,714
7767,2840,1,286
7768,2841,0,558
7769,2841,1,442
7770,2842,0,359
7771,2842,1,253
7772,2842,2,388
7773,2843,0,141
7774,2843,1,353
7775,2843,2,506
7776,2844,0,640
7777,2844,1,360
7778,2845,0,957
7779,2845,1,43
7780,2846,0,407
7781,2846,1,593
7782,2847,0,982
7783,2847,1,18
7784,2848,0,601
7785,2848,1,399
7786,2849,0,204
7787,2849,1,796
7788,2850,0,498
7789,2850,1,502
7790,2851,0,511
7791,2851,1,489
7792,2852,0,222
7793,2852,1,778
7794,2853,0,269
7795,2853,1,550
7796,2853,2,181
7797,2854,0,747
7798,2854,1,253
7799,2855,0,687
7800,2855,1,313
7801,2856,0,793
7802,2856,1,207
7803,2857,0,247
7804,2857,1,753
7805,2858,0,398
7806,2858,1,602
7807,2859,0,33
7808,2859,1,967
7809,2860,0,63
7810,2860,1,937
7811,2861,0,732
7812,2861,1,268
7813,2862,0,369
7814,2862,1,631
7815,2863,0,604
7816,2863,1,396
7817,2864,0,342
7818,2864,1,658
7819,2865,0,334
7820,2865,1,666
7821,2866,0,235
7822,2866,1,765
7823,2867,0,563
7824,2867,1,437
7825,2868,0,456
7826,2868,1,544
7827,2869,0,106
7828,2869,1,894
7829,2870,0,544
7830,2870,1,456
7831,2871,0,951
7832,2871,1,49
7833,2872,0,425
7834,2872,1,575
7835,2873,0,39
7836,2873,1,961
7837,2874,0,233
7838,2874,1,767
7839,2875,0,190
7840,2875,1,810
7841,2876,0,752
7842,2876,1,248
7843,2877,0,380
7844,2877,1,620
7845,2878,0,715
7846,2878,1,285
7847,2879,0,133
7848,2879,1,867
7849,2880,0,544
7850,2880,1,456
7851,2881,0,495
7852,2881,1,505
7853,2882,0,426
7854,2882,1,448
7855,2882,2,126
7856,2883,0,373
7857,2883,1,627
7858,2884,0,258
7859,2884,1,523
7860,2884,2,219
7861,2885,0,164
7862,2885,1,352
7863,2885,2,484
7864,2886,0,131
7865,2886,1,219
7866,2886,2,69
7867,2886,3,581
7868,2887,0,608
7869,2887,1,392
7870,2888,0,458
7871,2888,1,542
7872,2889,0,239
7873,2889,1,761
7874,2890,0,95
7875,2890,1,905
7876,2891,0,237
7877,2891,1,198
7878,2891,2,565
7879,2892,0,524
7880,2892,1,476
7881,2893,0,152
7882,2893,1,848
7883,2894,0,271
7884,2894,1,729
7885,2895,0,184
7886,2895,1,816
7887,2896,0,632
7888,2896,1,368
7889,2897,0,206
7890,2897,1,56
7891,2897,2,370
7892,2897,3,368
7893,2898,0,340
7894,2898,1,660
7895,2899,0,515
7896,2899,1,485
7897,2900,0,579
7898,2900,1,421
7899,2901,0,982
7900,2901,1,18
7901,2902,0,653
7902,2902,1,347
7903,2903,0,355
7904,2903,1,645
7905,2904,0,563
7906,2904,1,250
7907,2904,2,178
7908,2904,3,9
7909,2905,0,101
7910,2905,1,899
7911,2906,0,460
7912,2906,1,540
7913,2907,0,989
7914,2907,1,11
7915,2908,0,88
7916,2908,1,912
7917,2909,0,146
7918,2909,1,854
7919,2910,0,446
7920,2910,1,554
7921,2911,0,252
7922,2911,1,748
7923,2912,0,67
7924,2912,1,933
7925,2913,0,96
7926,2913,1,561
7927,2913,2,343
7928,2914,0,695
7929,2914,1,74
7930,2914,2,17
7931,2914,3,214
7932,2915,0,395
7933,2915,1,605
7934,2916,0,97
7935,2916,1,903
7936,2917,0,322
7937,2917,1,678
7938,2918,0,179
7939,2918,1,821
7940,2919,0,365
7941,2919,1,635
7942,2920,0,506
7943,2920,1,494
7944,2921,0,638
7945,2921,1,362
7946,2922,0,112
7947,2922,1,888
7948,2923,0,474
7949,2923,1,526
7950,2924,0,14
7951,2924,1,531
7952,2924,2,455
7953,2925,0,788
7954,2925,1,212
7955,2926,0,580
7956,2926,1,420
7957,2927,0,218
7958,2927,1,782
7959,2928,0,352
7960,2928,1,648
7961,2929,0,60
7962,2929,1,307
7963,2929,2,633
7964,2930,0,398
7965,2930,1,602
7966,2931,0,646
7967,2931,1,354
7968,2932,0,393
7969,2932,1,607
7970,2933,0,226
7971,2933,1,774
7972,2934,0,40
7973,2934,1,425
7974,2934,2,535
7975,2935,0,691
7976,2935,1,309
7977,2936,0,104
7978,2936,1,553
7979,2936,2,343
7980,2937,0,378
7981,2937,1,622
7982,2938,0,12
7983,2938,1,619
7984,2938,2,172
7985,2938,3,197
7986,2939,0,457
7987,2939,1,543
7988,2940,0,305
7989,2940,1,695
7990,2941,0,392
7991,2941,1,608
7992,2942,0,380
7993,2942,1,620
7994,2943,0,23
7995,2943,1,418
7996,2943,2,559
7997,2944,0,426
7998,2944,1,574
7999,2945,0,380
8000,2945,1,620
8001,2946,0,296
8002,2946,1,704
8003,2947,0,309
8004,2947,1,691
8005,2948,0,931
8006,2948,1,69
8007,2949,0,552
8008,2949,1,448
8009,2950,0,553
8010,2950,1,343
8011,2950,2,104
8012,2951,0,482
8013,2951,1,518
8014,2952,0,113
8015,2952,1,287
8016,2952,2,600
8017,2953,0,709
8018,2953,1,291
8019,2954,0,467
8020,2954,1,408
8021,2954,2,125
8022,2955,0,22
8023,2955,1,345
8024,2955,2,633
8025,2956,0,153
8026,2956,1,847
8027,2957,0,574
8028,2957,1,426
8029,2958,0,746
8030,2958,1,254
8031,2959,0,638
8032,2959,1,362
8033,2960,0,35
8034,2960,1,373
8035,2960,2,592
8036,2961,0,465
8037,2961,1,535
8038,2962,0,563
8039,2962,1,437
8040,2963,0,13
8041,2963,1,217
8042,2963,2,770
8043,2964,0,537
8044,2964,1,111
8045,2964,2,352
8046,2965,0,184
8047,2965,1,816
8048,2966,0,45
8049,2966,1,955
8050,2967,0,390
8051,2967,1,610
8052,2968,0,89
8053,2968,1,798
8054,2968,2,113
8055,2969,0,270
8056,2969,1,730
8057,2970,0,53
8058,2970,1,947
8059,2971,0,596
8060,2971,1,404
8061,2972,0,567
8062,2972,1,366
8063,2972,2,67
8064,2973,0,840
8065,2973,1,107
8066,2973,2,53
8067,2974,0,16
8068,2974,1,659
8069,2974,2,325
8070,2975,0,83
8071,2975,1,242
8072,2975,2,675
8073,2976,0,187
8074,2976,1,597
8075,2976,2,216
8076,2977,0,307
8077,2977,1,693
8078,2978,0,126
8079,2978,1,204
8080,2978,2,225
8081,2978,3,445
8082,2979,0,179
8083,2979,1,821
8084,2980,0,627
8085,2980,1,373
8086,2981,0,303
8087,2981,1,588
8088,2981,2,109
8089,2982,0,52
8090,2982,1,353
8091,2982,2,595
8092,2983,0,77
8093,2983,1,534
8094,2983,2,389
8095,2984,0,360
8096,2984,1,640
8097,2985,0,18
8098,2985,1,261
8099,2985,2,640
8100,2985,3,81
8101,2986,0,203
8102,2986,1,797
8103,2987,0,267
8104,2987,1,197
8105,2987,2,536
8106,2988,0,91
8107,2988,1,18
8108,2988,2,350
8109,2988,3,541
8110,2989,0,458
8111,2989,1,542
8112,2990,0,945
8113,2990,1,55
8114,2991,0,649
8115,2991,1,351
8116,2992,0,90
8117,2992,1,338
8118,2992,2,572
8119,2993,0,675
8120,2993,1,325
8121,2994,0,423
8122,2994,1,577
8123,2995,0,927
8124,2995,1,73
8125,2996,0,828
8126,2996,1,172
8127,2997,0,746
8128,2997,1,254
8129,2998,0,632
8130,2998,1,368
8131,2999,0,26
8132,2999,1,974
8133,3000,0,491
8134,3000,1,509
8135,3001,0,767
8136,3001,1,233
8137,3002,0,270
8138,3002,1,730
8139,3003,0,275
8140,3003,1,725
8141,3004,0,700
8142,3004,1,300
8143,3005,0,598
8144,3005,1,402
8145,3006,0,297
8146,3006,1,703
8147,3007,0,80
8148,3007,1,504
8149,3007,2,416
8150,3008,0,478
8151,3008,1,522
8152,3009,0,495
8153,3009,1,505
8154,3010,0,380
8155,3010,1,620
8156,3011,0,444
8157,3011,1,556
8158,3012,0,407
8159,3012,1,593
8160,3013,0,639
8161,3013,1,361
8162,3014,0,692
8163,3014,1,308
8164,3015,0,261
8165,3015,1,739
8166,3016,0,412
8167,3016,1,588
8168,3017,0,272
8169,3017,1,728
8170,3018,0,183
8171,3018,1,493
8172,3018,2,324
8173,3019,0,96
8174,3019,1,12
8175,3019,2,744
8176,3019,3,148
8177,3020,0,343
8178,3020,1,657
8179,3021,0,292
8180,3021,1,64
8181,3021,2,644
8182,3022,0,337
8183,3022,1,641
8184,3022,2,22
8185,3023,0,182
8186,3023,1,818
8187,3024,0,270
8188,3024,1,730
8189,3025,0,362
8190,3025,1,638
8191,3026,0,446
8192,3026,1,554
8193,3027,0,14
8194,3027,1,493
8195,3027,2,493
8196,3028,0,520
8197,3028,1,480
8198,3029,0,34
8199,3029,1,592
8200,3029,2,374
8201,3030,0,21
8202,3030,1,27
8203,3030,2,552
8204,3030,3,400
8205,3031,0,34
8206,3031,1,450
8207,3031,2,516
8208,3032,0,305
8209,3032,1,695
8210,3033,0,45
8211,3033,1,955
8212,3034,0,256
8213,3034,1,744
8214,3035,0,880
8215,3035,1,120
8216,3036,0,479
8217,3036,1,521
8218,3037,0,881
8219,3037,1,119
8220,3038,0,372
8221,3038,1,628
8222,3039,0,306
8223,3039,1,680
8224,3039,2,14
8225,3040,0,446
8226,3040,1,554
8227,3041,0,47
8228,3041,1,953
8229,3042,0,307
8230,3042,1,693
8231,3043,0,136
8232,3043,1,517
8233,3043,2,347
8234,3044,0,232
8235,3044,1,768
8236,3045,0,224
8237,3045,1,574
8238,3045,2,202
8239,3046,0,80
8240,3046,1,920
8241,3047,0,519
8242,3047,1,481
8243,3048,0,27
8244,3048,1,973
8245,3049,0,552
8246,3049,1,448
8247,3050,0,401
8248,3050,1,599
8249,3051,0,824
8250,3051,1,176
8251,3052,0,336
8252,3052,1,664
8253,3053,0,24
8254,3053,1,554
8255,3053,2,422
8256,3054,0,174
8257,3054,1,826
8258,3055,0,400
8259,3055,1,600
8260,3056,0,813
8261,3056,1,187
8262,3057,0,228
8263,3057,1,772
8264,3058,0,27
8265,3058,1,479
8266,3058,2,494
8267,3059,0,98
8268,3059,1,692
8269,3059,2,210
8270,3060,0,378
8271,3060,1,622
8272,3061,0,525
8273,3061,1,475
8274,3062,0,877
8275,3062,1,123
8276,3063,0,32
8277,3063,1,39
8278,3063,2,127
8279,3063,3,748
8280,3063,4,54
8281,3064,0,205
8282,3064,1,795
8283,3065,0,517
8284,3065,1,483
8285,3066,0,219
8286,3066,1,781
8287,3067,0,249
8288,3067,1,751
8289,3068,0,232
8290,3068,1,768
8291,3069,0,399
8292,3069,1,601
8293,3070,0,438
8294,3070,1,562
8295,3071,0,343
8296,3071,1,657
8297,3072,0,303
8298,3072,1,697
8299,3073,0,457
8300,3073,1,543
8301,3074,0,315
8302,3074,1,685
8303,3075,0,504
8304,3075,1,496
8305,3076,0,419
8306,3076,1,559
8307,3076,2,22
8308,3077,0,369
8309,3077,1,631
8310,3078,0,623
8311,3078,1,377
8312,3079,0,269
8313,3079,1,731
8314,3080,0,756
8315,3080,1,244
8316,3081,0,659
8317,3081,1,341
8318,3082,0,87
8319,3082,1,913
8320,3083,0,223
8321,3083,1,777
8322,3084,0,44
8323,3084,1,582
8324,3084,2,374
8325,3085,0,381
8326,3085,1,619
8327,3086,0,659
8328,3086,1,341
8329,3087,0,190
8330,3087,1,810
8331,3088,0,345
8332,3088,1,81
8333,3088,2,377
8334,3088,3,197
8335,3089,0,359
8336,3089,1,641
8337,3090,0,390
8338,3090,1,610
8339,3091,0,400
8340,3091,1,600
8341,3092,0,252
8342,3092,1,748
8343,3093,0,327
8344,3093,1,673
8345,3094,0,411
8346,3094,1,589
8347,3095,0,497
8348,3095,1,503
8349,3096,0,491
8350,3096,1,509
8351,3097,0,440
8352,3097,1,560
8353,3098,0,593
8354,3098,1,407
8355,3099,0,708
8356,3099,1,292
8357,3100,0,463
8358,3100,1,537
8359,3101,0,36
8360,3101,1,349
8361,3101,2,97
8362,3101,3,518
8363,3102,0,799
8364,3102,1,201
8365,3103,0,220
8366,3103,1,780
8367,3104,0,692
8368,3104,1,308
8369,3105,0,14
8370,3105,1,561
8371,3105,2,425
8372,3106,0,132
8373,3106,1,868
8374,3107,0,632
8375,3107,1,368
8376,3108,0,749
8377,3108,1,251
8378,3109,0,157
8379,3109,1,843
8380,3110,0,943
8381,3110,1,57
8382,3111,0,433
8383,3111,1,567
8384,3112,0,383
8385,3112,1,617
8386,3113,0,29
8387,3113,1,392
8388,3113,2,579
8389,3114,0,19
8390,3114,1,674
8391,3114,2,307
8392,3115,0,204
8393,3115,1,796
8394,3116,0,434
8395,3116,1,566
8396,3117,0,376
8397,3117,1,20
8398,3117,2,604
8399,3118,0,21
8400,3118,1,346
8401,3118,2,633
8402,3119,0,452
8403,3119,1,548
8404,3120,0,23
8405,3120,1,977
8406,3121,0,126
8407,3121,1,874
8408,3122,0,379
8409,3122,1,621
8410,3123,0,56
8411,3123,1,944
8412,3124,0,973
8413,3124,1,27
8414,3125,0,43
8415,3125,1,957
8416,3126,0,23
8417,3126,1,825
8418,3126,2,152
8419,3127,0,204
8420,3127,1,796
8421,3128,0,14
8422,3128,1,986
8423,3129,0,23
8424,3129,1,366
8425,3129,2,611
8426,3130,0,538
8427,3130,1,462
8428,3131,0,820
8429,3131,1,157
8430,3131,2,23
8431,3132,0,215
8432,3132,1,24
8433,3132,2,492
8434,3132,3,269
8435,3133,0,558
8436,3133,1,442
8437,3134,0,23
8438,3134,1,977
8439,3135,0,601
8440,3135,1,399
8441,3136,0,23
8442,3136,1,47
8443,3136,2,626
8444,3136,3,16
8445,3136,4,21
8446,3136,5,267
8447,3137,0,352
8448,3137,1,648
8449,3138,0,102
8450,3138,1,898
8451,3139,0,207
8452,3139,1,793
8453,3140,0,255
8454,3140,1,745
8455,3141,0,440
8456,3141,1,560
8457,3142,0,457
8458,3142,1,543
8459,3143,0,918
8460,3143,1,82
8461,3144,0,443
8462,3144,1,557
8463,3145,0,683
8464,3145,1,317
8465,3146,0,808
8466,3146,1,192
8467,3147,0,366
8468,3147,1,634
8469,3148,0,587
8470,3148,1,413
8471,3149,0,475
8472,3149,1,525
8473,3150,0,678
8474,3150,1,322
8475,3151,0,81
8476,3151,1,359
8477,3151,2,560
8478,3152,0,453
8479,3152,1,547
8480,3153,0,247
8481,3153,1,54
8482,3153,2,630
8483,3153,3,69
8484,3154,0,651
8485,3154,1,349
8486,3155,0,848
8487,3155,1,152
8488,3156,0,11
8489,3156,1,574
8490,3156,2,415
8491,3157,0,38
8492,3157,1,217
8493,3157,2,745
8494,3158,0,331
8495,3158,1,669
8496,3159,0,343
8497,3159,1,657
8498,3160,0,545
8499,3160,1,455
8500,3161,0,117
